mora	t
moral	t
morale	t
muM	t
mum	t
mus	t
my U	t
mycobacterium	t
name	t
nance	t
narcissus	t
nata	t
nebulosa	t
neo gene	t
nia	t
nica	t
nio	t
non-A	t
none	t
not shown	t
not specified	t
not-shown	t
nt 1	t
oar	t
oides	t
old woman	t
oliva	t
or a	t
osa	t
other	t
other sequences	t
over Na	t
ovo	t
pale	t
pales	t
pan	t
pan-	t
panacea	t
par	t
para	t
paris	t
particulate	t
passer	t
pea	t
pears	t
peel	t
per la	t
per os	t
per- mit	t
perch	t
perches	t
permit	t
pero	t
phos	t
phyla	t
pica	t
pigs	t
plane A	t
planes	t
plant s	t
plea	t
poachers	t
prim	t
primer	t
process A	t
protein I	t
proteus	t
rails	t
ramp	t
rape	t
rat s	t
rat tail	t
ray	t
rays	t
red eye	t
red spot	t
retusa	t
rio	t
rosa	t
ruff	t
rusts	t
s Medium	t
s group	t
s medium	t
safer	t
saga	t
salina	t
satellites	t
sav	t
scavengers	t
seal	t
searcher	t
send us	t
serosa	t
sesame	t
shades	t
shake	t
shuttle vector	t
sia	t
side	t
silex	t
silvery	t
since I	t
sium	t
sleepers	t
sly	t
small white	t
soak	t
span	t
spatula	t
spine	t
spot	t
squashes	t
ssp	t
stator	t
steak	t
stella	t
stern	t
suckers	t
sul	t
sulla	t
sus	t
swallows	t
swift	t
synthetic	t
t his	t
t1	t
tapes	t
tare	t
tasa	t
taxes	t
taxi	t
tbat	t
tbo	t
tectal	t
telles	t
terap	t
termes	t
test	t
tetra	t
tetra-	t
thera	t
thev	t
thi s	t
thia	t
this	t
thor	t
thrift	t
time I	t
timothy	t
tor	t
torpedo	t
tralia	t
transformation vectors	t
transposon	t
transposons	t
trite	t
turbo	t
tusk	t
ula	t
uma	t
ume	t
una	t
unclassified	t
unidentified	t
ute	t
vagrant	t
vania	t
vectors	t
vertigo	t
villa	t
vinca	t
vir	t
virginia	t
vitta	t
wanderers	t
wash	t
water jacket	t
whites	t
witch	t
worm	t
worms	t
wren	t
yawning	t
zea	t
zeta	t
Athletes	t
DeltaS	t
P wave	t
UCLA	t
athletes	t
b-wave	t
carpi	t
cylinder	t
enema	t
meV	t
not given	t
p22	t
propolis	t
rater	t
syncope	t
varus	t
Causal	t
Chiral	t
Maximal	t
Oriental	t
Polyclonal	t
Spinal	t
Thermal	t
Vertical	t
achiral	t
anodal	t
cameras	t
causal	t
cereal	t
chondral	t
cocci	t
coli	t
colonial	t
elliptical	t
enemas	t
lamellae	t
maximal	t
moduli	t
perineal	t
perineural	t
pineal	t
polyclonal	t
polygonal	t
ruminal	t
spinal	t
tetragonal	t
thermal	t
trigonal	t
vertical	t
pedal	t
